['win', [[['10', 'C'], ['13', 'C']]], 'Flush']
['win', [[['07', 'D'], ['10', 'S']]], 'Pair']
['win', [[['07', 'S'], ['09', 'D']]], '3 of a Kind']
['win', [[['05', 'D'], ['08', 'H']]], '2 Pairs']
['win', [[['10', 'H'], ['05', 'D']]], '2 Pairs']
['win', [[['14', 'C'], ['03', 'D']]], 'Straight']
['win', [[['10', 'H'], ['13', 'C']]], 'Pair']
['win', [[['13', 'D'], ['08', 'D']]], '2 Pairs']
['win', [[['06', 'D'], ['13', 'S']]], 'Pair']
['win', [[['06', 'S'], ['12', 'D']]], 'Pair']
['win', [[['12', 'D'], ['04', 'C']]], 'Pair']
['win', [[['09', 'D'], ['01', 'C']]], '2 Pairs']
['win', [[['07', 'C'], ['04', 'C']]], '2 Pairs']
['win', [[['06', 'D'], ['13', 'D']]], 'Pair']
['win', [[['03', 'S'], ['06', 'S']]], 'Pair']
['win', [[['13', 'S'], ['13', 'H']]], '2 Pairs']
['win', [[['13', 'C'], ['05', 'C']]], 'Pair']
['win', [[['08', 'S'], ['04', 'S']]], 'Pair']
['win', [[['02', 'D'], ['12', 'S']]], 'Pair']
['win', [[['09', 'H'], ['08', 'D']]], 'Straight']
['win', [[['04', 'D'], ['04', 'S']]], '2 Pairs']
['win', [[['02', 'H'], ['11', 'C']]], 'Pair']
['win', [[['10', 'C'], ['09', 'S']]], '2 Pairs']
['win', [[['13', 'C'], ['10', 'H']]], '2 Pairs']
['win', [[['01', 'D'], ['09', 'S']]], 'Flush']
['win', [[['07', 'C'], ['09', 'H']]], '3 of a Kind']
['win', [[['08', 'S'], ['06', 'S']]], '2 Pairs']
['win', [[['10', 'C'], ['03', 'S']]], '2 Pairs']
['win', [[['13', 'S'], ['12', 'S']]], '3 of a Kind']
['win', [[['11', 'H'], ['10', 'H']]], 'Flush']
['win', [[['11', 'H'], ['09', 'S']]], 'Straight']
['win', [[['13', 'S'], ['07', 'S']]], 'Full House']
['win', [[['12', 'C'], ['09', 'C']]], '3 of a Kind']
['win', [[['02', 'S'], ['02', 'D']]], '2 Pairs']
['win', [[['02', 'H'], ['10', 'H']]], 'Straight']
['win', [[['04', 'D'], ['12', 'H']]], 'Straight']
['win', [[['09', 'D'], ['10', 'C']]], 'Straight']
['win', [[['03', 'C'], ['10', 'D']]], 'Pair']
['win', [[['08', 'C'], ['08', 'D']]], '3 of a Kind']
['win', [[['13', 'D'], ['11', 'H']]], 'Pair']
['win', [[['07', 'H'], ['11', 'H']]], 'Straight']
['win', [[['12', 'D'], ['04', 'D']]], '2 Pairs']
['win', [[['03', 'C'], ['06', 'S']]], 'Full House']
['win', [[['14', 'C'], ['06', 'S']]], 'Straight']
['win', [[['10', 'C'], ['12', 'D']]], '3 of a Kind']
['win', [[['13', 'C'], ['09', 'S']]], '2 Pairs']
['win', [[['11', 'D'], ['06', 'S']]], '2 Pairs']
['win', [[['03', 'H'], ['03', 'C']]], '3 of a Kind']
['win', [[['02', 'H'], ['08', 'C']]], '2 Pairs']
['win', [[['05', 'S'], ['07', 'S']]], 'Straight']
['win', [[['12', 'D'], ['06', 'S']]], 'High Card']
['win', [[['05', 'H'], ['01', 'C']]], '2 Pairs']
['win', [[['09', 'S'], ['08', 'D']]], 'Pair']
['draw', [[['14', 'S'], ['10', 'S']], [['09', 'S'], ['12', 'H']], [['02', 'C'], ['14', 'D']]], 'Straight']
['win', [[['06', 'H'], ['12', 'H']]], 'Flush']
['win', [[['10', 'H'], ['05', 'C']]], '2 Pairs']
['win', [[['03', 'H'], ['05', 'S']]], 'Straight']
['win', [[['11', 'H'], ['09', 'S']]], 'Straight']
['win', [[['09', 'D'], ['06', 'H']]], 'Flush']
['win', [[['06', 'S'], ['08', 'H']]], 'Straight']
['win', [[['07', 'C'], ['09', 'S']]], '2 Pairs']
['win', [[['10', 'H'], ['06', 'H']]], '2 Pairs']
['win', [[['07', 'H'], ['09', 'C']]], 'Pair']
['win', [[['11', 'C'], ['02', 'D']]], '2 Pairs']
['win', [[['09', 'D'], ['09', 'H']]], 'Full House']
['win', [[['11', 'C'], ['01', 'C']]], '2 Pairs']
['win', [[['04', 'C'], ['10', 'S']]], 'Pair']
['win', [[['11', 'S'], ['11', 'C']]], '2 Pairs']
['win', [[['11', 'H'], ['10', 'C']]], 'Pair']
['win', [[['13', 'D'], ['13', 'S']]], 'Full House']
['win', [[['12', 'D'], ['06', 'C']]], '2 Pairs']
['win', [[['11', 'C'], ['06', 'S']]], '2 Pairs']
['win', [[['01', 'S'], ['06', 'D']]], '2 Pairs']
['win', [[['10', 'S'], ['09', 'H']]], '2 Pairs']
['win', [[['08', 'H'], ['10', 'C']]], 'Pair']
['win', [[['05', 'H'], ['02', 'C']]], 'Full House']
['win', [[['09', 'H'], ['07', 'D']]], 'Full House']
['win', [[['07', 'D'], ['12', 'C']]], 'Pair']
['win', [[['03', 'D'], ['10', 'C']]], 'Straight']
['win', [[['02', 'D'], ['02', 'S']]], 'Full House']
['win', [[['01', 'H'], ['02', 'H']]], '2 Pairs']
['win', [[['07', 'S'], ['02', 'S']]], '2 Pairs']
['win', [[['10', 'D'], ['02', 'C']]], '3 of a Kind']
['win', [[['02', 'C'], ['08', 'D']]], '2 Pairs']
['win', [[['05', 'H'], ['12', 'D']]], 'Straight']
['draw', [[['12', 'H'], ['04', 'S']], [['06', 'C'], ['05', 'S']], [['12', 'C'], ['11', 'S']]], 'Full House']
['win', [[['12', 'S'], ['11', 'H']]], 'Straight']
['win', [[['11', 'H'], ['12', 'C']]], '2 Pairs']
['win', [[['06', 'S'], ['01', 'S']]], 'Flush']
['win', [[['05', 'D'], ['05', 'H']]], '3 of a Kind']
['win', [[['05', 'D'], ['04', 'H']]], '2 Pairs']
['win', [[['13', 'D'], ['07', 'S']]], 'Full House']
['win', [[['08', 'D'], ['03', 'C']]], 'Flush']
['win', [[['08', 'H'], ['10', 'C']]], 'Pair']
['win', [[['03', 'S'], ['05', 'H']]], '2 Pairs']
['win', [[['05', 'H'], ['08', 'S']]], '2 Pairs']
['win', [[['04', 'C'], ['12', 'H']]], 'Pair']
['win', [[['02', 'H'], ['06', 'H']]], '2 Pairs']
['win', [[['11', 'C'], ['13', 'S']]], '2 Pairs']
['win', [[['09', 'D'], ['09', 'C']]], '2 Pairs']
['win', [[['08', 'S'], ['01', 'D']]], '2 Pairs']
['win', [[['09', 'C'], ['13', 'D']]], 'Full House']
['win', [[['10', 'D'], ['10', 'H']]], '2 Pairs']
['win', [[['08', 'H'], ['01', 'C']]], '2 Pairs']
['win', [[['09', 'H'], ['07', 'D']]], 'Pair']
['win', [[['06', 'H'], ['06', 'D']]], '2 Pairs']
['win', [[['06', 'H'], ['02', 'D']]], 'Straight']
['win', [[['07', 'S'], ['13', 'H']]], 'Flush']
['win', [[['08', 'H'], ['04', 'S']]], 'Pair']
['win', [[['10', 'H'], ['13', 'C']]], '2 Pairs']
['win', [[['06', 'D'], ['05', 'H']]], 'Pair']
['win', [[['04', 'C'], ['11', 'S']]], '2 Pairs']
['win', [[['11', 'C'], ['13', 'C']]], 'Flush']
['win', [[['09', 'H'], ['01', 'D']]], 'Pair']
['win', [[['01', 'C'], ['03', 'D']]], 'Pair']
['win', [[['11', 'S'], ['13', 'H']]], 'Straight']
['win', [[['10', 'H'], ['06', 'S']]], 'Straight']
['win', [[['05', 'S'], ['06', 'C']]], 'Flush']
['win', [[['06', 'D'], ['06', 'S']]], '3 of a Kind']
['win', [[['11', 'S'], ['06', 'H']]], '2 Pairs']
['win', [[['10', 'H'], ['08', 'S']]], 'Pair']
['win', [[['01', 'C'], ['11', 'D']]], '2 Pairs']
['win', [[['07', 'D'], ['09', 'D']]], 'Flush']
['win', [[['05', 'S'], ['13', 'H']]], '3 of a Kind']
['win', [[['11', 'H'], ['09', 'S']]], '3 of a Kind']
['win', [[['13', 'H'], ['05', 'H']]], 'Flush']
['win', [[['07', 'H'], ['11', 'C']]], '3 of a Kind']
['win', [[['09', 'D'], ['04', 'H']]], '2 Pairs']
['win', [[['04', 'S'], ['13', 'S']]], '2 Pairs']
['win', [[['10', 'S'], ['08', 'C']]], '2 Pairs']
['win', [[['03', 'D'], ['13', 'H']]], '2 Pairs']
['win', [[['08', 'D'], ['10', 'S']]], 'Straight']
['win', [[['06', 'H'], ['13', 'C']]], 'Pair']
['win', [[['07', 'C'], ['12', 'H']]], 'Pair']
['win', [[['13', 'C'], ['13', 'D']]], '3 of a Kind']
['win', [[['06', 'S'], ['03', 'H']]], 'Straight']
['win', [[['09', 'D'], ['04', 'S']]], 'Straight']
['win', [[['10', 'S'], ['12', 'C']]], 'Full House']
['win', [[['12', 'D'], ['07', 'C']]], 'Pair']
['win', [[['06', 'C'], ['12', 'S']]], 'Full House']
['win', [[['13', 'S'], ['12', 'S']]], 'Pair']
['win', [[['12', 'D'], ['04', 'H']]], '3 of a Kind']
['win', [[['07', 'S'], ['07', 'C']]], '2 Pairs']
['win', [[['04', 'D'], ['10', 'C']]], '2 Pairs']
['win', [[['09', 'D'], ['11', 'H']]], 'Straight']
['win', [[['13', 'C'], ['07', 'S']]], 'Pair']
['win', [[['12', 'H'], ['09', 'H']]], '2 Pairs']
['win', [[['05', 'D'], ['12', 'S']]], '3 of a Kind']
['win', [[['07', 'S'], ['01', 'S']]], '2 Pairs']
['win', [[['13', 'C'], ['13', 'H']]], '2 Pairs']
['win', [[['07', 'S'], ['10', 'D']]], '2 Pairs']
['win', [[['13', 'H'], ['11', 'H']]], '3 of a Kind']
['win', [[['11', 'D'], ['01', 'H']]], '2 Pairs']
['win', [[['01', 'S'], ['01', 'D']]], '3 of a Kind']
['win', [[['02', 'S'], ['13', 'C']]], '2 Pairs']
['win', [[['11', 'D'], ['12', 'S']]], '2 Pairs']
['win', [[['03', 'C'], ['11', 'C']]], '2 Pairs']
['win', [[['04', 'H'], ['13', 'S']]], '2 Pairs']
['win', [[['08', 'S'], ['01', 'S']]], 'Flush']
['win', [[['03', 'C'], ['01', 'D']]], '3 of a Kind']
['win', [[['11', 'D'], ['10', 'D']]], '2 Pairs']
['win', [[['01', 'D'], ['08', 'D']]], '2 Pairs']
['win', [[['07', 'H'], ['01', 'S']]], 'Pair']
['win', [[['04', 'D'], ['07', 'H']]], 'Pair']
['win', [[['12', 'H'], ['07', 'C']]], '2 Pairs']
['win', [[['07', 'H'], ['04', 'H']]], 'Full House']
['win', [[['07', 'C'], ['06', 'D']]], 'Straight']
['win', [[['12', 'S'], ['13', 'S']]], 'Full House']
['win', [[['06', 'C'], ['06', 'H']]], 'Pair']
['win', [[['13', 'H'], ['07', 'C']]], 'Pair']
['win', [[['09', 'S'], ['12', 'S']]], 'Pair']
['win', [[['06', 'S'], ['13', 'C']]], '2 Pairs']
['win', [[['13', 'D'], ['13', 'H']]], 'Pair']
['win', [[['12', 'H'], ['03', 'H']]], 'Pair']
['win', [[['05', 'H'], ['11', 'D']]], '3 of a Kind']
['win', [[['13', 'D'], ['09', 'H']]], 'Full House']
['win', [[['10', 'S'], ['05', 'D']]], '3 of a Kind']
['win', [[['02', 'H'], ['04', 'C']]], '2 Pairs']
['win', [[['12', 'D'], ['12', 'C']]], 'Pair']
['win', [[['09', 'H'], ['08', 'S']]], 'Straight']
['win', [[['12', 'D'], ['10', 'S']]], 'Full House']
['win', [[['06', 'C'], ['07', 'C']]], 'Full House']
['win', [[['12', 'S'], ['04', 'C']]], 'Pair']
['win', [[['07', 'S'], ['05', 'D']]], '3 of a Kind']
['win', [[['07', 'H'], ['09', 'C']]], 'Pair']
['win', [[['06', 'H'], ['11', 'D']]], '2 Pairs']
['win', [[['01', 'D'], ['08', 'C']]], '2 Pairs']
['win', [[['09', 'S'], ['03', 'C']]], '2 Pairs']
['win', [[['13', 'S'], ['12', 'H']]], '2 Pairs']
['win', [[['14', 'C'], ['14', 'H']]], '2 Pairs']
['win', [[['03', 'C'], ['13', 'D']]], 'Pair']
['win', [[['09', 'D'], ['05', 'D']]], 'Flush']
['win', [[['13', 'H'], ['10', 'D']]], 'Flush']
['win', [[['09', 'S'], ['02', 'C']]], 'Full House']
['win', [[['12', 'H'], ['06', 'C']]], '2 Pairs']
['win', [[['12', 'D'], ['06', 'S']]], '2 Pairs']
['win', [[['11', 'H'], ['09', 'S']]], '2 Pairs']
['win', [[['02', 'S'], ['07', 'C']]], '2 Pairs']
['win', [[['08', 'S'], ['09', 'H']]], 'Full House']
['win', [[['13', 'H'], ['10', 'D']]], 'Pair']
['win', [[['07', 'S'], ['10', 'H']]], '2 Pairs']
['win', [[['07', 'S'], ['13', 'C']]], '2 Pairs']
['win', [[['09', 'H'], ['03', 'H']]], 'Straight']
['win', [[['12', 'C'], ['06', 'D']]], 'Straight']
['win', [[['06', 'H'], ['06', 'D']]], '2 Pairs']
['win', [[['12', 'C'], ['01', 'C']]], 'Flush']
['win', [[['08', 'C'], ['12', 'H']]], '2 Pairs']
['win', [[['12', 'H'], ['01', 'H']]], 'Flush']
['win', [[['09', 'C'], ['03', 'H']]], 'Straight']
['win', [[['08', 'S'], ['08', 'D']]], '2 Pairs']
['win', [[['06', 'H'], ['13', 'H']]], 'Flush']
['win', [[['12', 'H'], ['12', 'D']]], '3 of a Kind']
['win', [[['09', 'D'], ['04', 'H']]], '2 Pairs']
['win', [[['04', 'C'], ['02', 'H']]], '3 of a Kind']
['win', [[['04', 'S'], ['04', 'D']]], 'Full House']
['win', [[['02', 'H'], ['08', 'C']]], '2 Pairs']
['win', [[['09', 'C'], ['04', 'D']]], '3 of a Kind']
['win', [[['07', 'D'], ['10', 'C']]], 'Pair']
['win', [[['09', 'S'], ['13', 'C']]], '2 Pairs']
['win', [[['02', 'C'], ['03', 'D']]], '3 of a Kind']
['win', [[['05', 'H'], ['13', 'C']]], '2 Pairs']
['win', [[['08', 'H'], ['11', 'S']]], '2 Pairs']
['win', [[['05', 'S'], ['10', 'C']]], 'Straight']
['win', [[['09', 'H'], ['03', 'H']]], '2 Pairs']
['win', [[['11', 'H'], ['08', 'S']]], '3 of a Kind']
['win', [[['03', 'D'], ['12', 'D']]], 'Pair']
['win', [[['03', 'H'], ['06', 'H']]], 'Straight']
['win', [[['11', 'C'], ['03', 'D']]], 'Pair']
['win', [[['12', 'S'], ['08', 'D']]], 'Pair']
['win', [[['11', 'D'], ['11', 'C']]], '2 Pairs']
['win', [[['05', 'C'], ['10', 'H']]], '3 of a Kind']
['win', [[['05', 'C'], ['10', 'C']]], '3 of a Kind']
['win', [[['02', 'C'], ['08', 'C']]], 'Pair']
['win', [[['03', 'H'], ['09', 'D']]], '2 Pairs']
['win', [[['05', 'H'], ['02', 'H']]], 'Full House']
['win', [[['01', 'C'], ['02', 'C']]], 'Flush']
['win', [[['12', 'D'], ['12', 'S']]], '3 of a Kind']
['win', [[['13', 'S'], ['13', 'H']]], 'Full House']
['win', [[['03', 'C'], ['08', 'C']]], '2 Pairs']
['win', [[['03', 'D'], ['14', 'H']]], 'Straight']
['win', [[['11', 'H'], ['10', 'H']]], 'Pair']
['win', [[['02', 'C'], ['07', 'H']]], 'Pair']
['win', [[['09', 'D'], ['09', 'S']]], 'Full House']
['win', [[['06', 'C'], ['08', 'C']]], 'Flush']
['win', [[['01', 'D'], ['12', 'D']]], 'Flush']
['win', [[['12', 'H'], ['05', 'D']]], '2 Pairs']
['win', [[['13', 'H'], ['10', 'D']]], '2 Pairs']
['win', [[['11', 'H'], ['10', 'D']]], '2 Pairs']
['win', [[['01', 'D'], ['02', 'C']]], '2 Pairs']
['win', [[['01', 'C'], ['05', 'C']]], '2 Pairs']
['win', [[['08', 'D'], ['10', 'H']]], '3 of a Kind']
['win', [[['09', 'C'], ['06', 'C']]], 'Full House']
['win', [[['05', 'C'], ['04', 'C']]], 'Straight']
['win', [[['06', 'S'], ['05', 'H']]], 'Straight']
['win', [[['09', 'D'], ['09', 'S']]], 'Full House']
['win', [[['12', 'C'], ['10', 'D']]], 'Pair']
['win', [[['09', 'D'], ['12', 'D']]], '3 of a Kind']
['win', [[['10', 'S'], ['06', 'S']]], '3 of a Kind']
['win', [[['09', 'C'], ['08', 'D']]], 'Straight']
['win', [[['07', 'D'], ['02', 'C']]], 'Pair']
['win', [[['03', 'D'], ['11', 'H']]], '2 Pairs']
['win', [[['08', 'C'], ['11', 'C']]], 'Straight']
['win', [[['01', 'D'], ['06', 'D']]], '3 of a Kind']
['win', [[['04', 'S'], ['13', 'C']]], 'Full House']
['win', [[['09', 'D'], ['04', 'D']]], 'Pair']
['win', [[['07', 'C'], ['13', 'H']]], '2 Pairs']
['win', [[['12', 'D'], ['11', 'D']]], 'Flush']
['win', [[['13', 'D'], ['01', 'D']]], '2 Pairs']
['win', [[['11', 'D'], ['09', 'D']]], '2 Pairs']
['win', [[['13', 'S'], ['06', 'H']]], '2 Pairs']
['win', [[['09', 'S'], ['10', 'C']]], 'Pair']
['win', [[['09', 'H'], ['01', 'H']]], '2 Pairs']
['win', [[['08', 'C'], ['10', 'H']]], '2 Pairs']
['win', [[['11', 'D'], ['12', 'C']]], 'Straight']
['win', [[['09', 'H'], ['09', 'S']]], '3 of a Kind']
['win', [[['12', 'D'], ['10', 'D']]], '2 Pairs']
['win', [[['02', 'D'], ['08', 'D']]], 'Flush']
['win', [[['12', 'D'], ['13', 'S']]], '2 Pairs']
['win', [[['11', 'D'], ['13', 'D']]], 'High Card']
['win', [[['11', 'S'], ['06', 'D']]], 'Pair']
['win', [[['13', 'S'], ['02', 'C']]], 'Full House']
['win', [[['02', 'D'], ['08', 'S']]], 'Full House']
['win', [[['10', 'C'], ['09', 'C']]], 'Flush']
['win', [[['04', 'D'], ['05', 'S']]], 'Straight']
['win', [[['01', 'S'], ['01', 'D']]], '3 of a Kind']
['win', [[['01', 'D'], ['11', 'H']]], 'Pair']
['win', [[['05', 'D'], ['04', 'H']]], 'Straight']
['win', [[['11', 'C'], ['05', 'D']]], 'Pair']
['win', [[['09', 'S'], ['12', 'S']]], 'Pair']
['win', [[['07', 'D'], ['03', 'C']]], '3 of a Kind']
['win', [[['08', 'H'], ['02', 'H']]], 'Pair']
['win', [[['11', 'C'], ['12', 'S']]], 'Pair']
['win', [[['04', 'S'], ['03', 'S']]], 'Pair']
['win', [[['12', 'C'], ['04', 'H']]], 'Pair']
['win', [[['10', 'S'], ['03', 'C']]], '3 of a Kind']
['win', [[['12', 'C'], ['10', 'C']]], '3 of a Kind']
['win', [[['13', 'C'], ['11', 'D']]], 'Pair']
['win', [[['02', 'D'], ['10', 'C']]], '2 Pairs']
['win', [[['11', 'S'], ['10', 'C']]], '3 of a Kind']
['win', [[['08', 'C'], ['13', 'D']]], 'Full House']
['win', [[['04', 'D'], ['13', 'S']]], '2 Pairs']
['win', [[['08', 'C'], ['03', 'H']]], 'Pair']
['win', [[['07', 'C'], ['05', 'D']]], 'Pair']
['win', [[['05', 'C'], ['03', 'S']]], '2 Pairs']
['win', [[['13', 'D'], ['02', 'S']]], 'Pair']
['win', [[['05', 'C'], ['08', 'H']]], '2 Pairs']
['win', [[['01', 'H'], ['06', 'H']]], '2 Pairs']
['win', [[['04', 'S'], ['10', 'H']]], 'Pair']
['win', [[['04', 'D'], ['11', 'D']]], '2 Pairs']
['win', [[['13', 'H'], ['10', 'C']]], 'Flush']
['win', [[['07', 'D'], ['13', 'D']]], 'Flush']
['win', [[['11', 'S'], ['12', 'S']]], '2 Pairs']
['win', [[['01', 'S'], ['04', 'S']]], '2 Pairs']
['win', [[['13', 'C'], ['13', 'S']]], '2 Pairs']
['win', [[['06', 'D'], ['09', 'C']]], 'Full House']
['win', [[['10', 'C'], ['11', 'D']]], 'Pair']
['win', [[['08', 'H'], ['05', 'S']]], '2 Pairs']
['win', [[['02', 'H'], ['06', 'D']]], 'Pair']
['draw', [[['10', 'D'], ['08', 'H']], [['10', 'C'], ['04', 'D']]], 'Full House']
['win', [[['09', 'D'], ['12', 'D']]], '2 Pairs']
['win', [[['07', 'C'], ['14', 'D']]], 'Straight']
['draw', [[['12', 'S'], ['05', 'C']], [['05', 'H'], ['12', 'C']]], 'Pair']
['win', [[['02', 'D'], ['09', 'D']]], '2 Pairs']
['win', [[['09', 'D'], ['10', 'H']]], 'Straight']
['win', [[['04', 'C'], ['13', 'S']]], 'Pair']
['win', [[['11', 'H'], ['12', 'S']]], 'High Card']
['win', [[['12', 'D'], ['13', 'D']]], '2 Pairs']
['win', [[['10', 'S'], ['05', 'H']]], '2 Pairs']
['win', [[['12', 'C'], ['09', 'C']]], '2 Pairs']
['win', [[['11', 'H'], ['13', 'D']]], 'Pair']
['win', [[['04', 'H'], ['13', 'S']]], 'Flush']
['win', [[['08', 'H'], ['13', 'C']]], 'Pair']
['win', [[['06', 'C'], ['13', 'S']]], '2 Pairs']
['win', [[['05', 'C'], ['08', 'D']]], '2 Pairs']
['win', [[['09', 'C'], ['10', 'S']]], '2 Pairs']
['draw', [[['01', 'C'], ['08', 'C']], [['08', 'S'], ['07', 'H']]], 'Pair']
['win', [[['02', 'H'], ['01', 'S']]], 'Pair']
['win', [[['06', 'C'], ['10', 'H']]], '2 Pairs']
['win', [[['12', 'S'], ['06', 'C']]], 'Pair']
['win', [[['08', 'S'], ['03', 'C']]], 'Full House']
['win', [[['10', 'D'], ['10', 'S']]], 'Flush']
['win', [[['13', 'C'], ['13', 'S']]], '3 of a Kind']
['win', [[['04', 'H'], ['11', 'D']]], 'Pair']
['win', [[['12', 'D'], ['01', 'D']]], 'Pair']
['win', [[['07', 'S'], ['10', 'H']]], 'Pair']
['win', [[['08', 'H'], ['12', 'H']]], 'Pair']
['win', [[['10', 'D'], ['10', 'H']]], 'Full House']
['win', [[['05', 'D'], ['01', 'S']]], 'Full House']
['win', [[['05', 'S'], ['05', 'H']]], 'Full House']
['win', [[['12', 'D'], ['06', 'D']]], 'Flush']
['win', [[['13', 'H'], ['09', 'D']]], '2 Pairs']
['win', [[['08', 'H'], ['10', 'H']]], 'Pair']
['win', [[['11', 'H'], ['13', 'H']]], 'Pair']
['win', [[['11', 'S'], ['13', 'C']]], 'Pair']
['win', [[['02', 'H'], ['05', 'D']]], 'Straight']
['win', [[['13', 'C'], ['13', 'S']]], 'Full House']
['win', [[['12', 'D'], ['10', 'D']]], '2 Pairs']
['win', [[['13', 'C'], ['05', 'D']]], 'Pair']
['win', [[['09', 'D'], ['10', 'D']]], '2 Pairs']
['win', [[['01', 'H'], ['05', 'C']]], '3 of a Kind']
['win', [[['12', 'C'], ['11', 'S']]], 'Pair']
['win', [[['07', 'S'], ['11', 'C']]], '2 Pairs']
['win', [[['10', 'H'], ['02', 'D']]], '2 Pairs']
['win', [[['12', 'D'], ['09', 'H']]], 'Pair']
['win', [[['10', 'C'], ['13', 'D']]], 'Straight']
['win', [[['03', 'H'], ['13', 'D']]], '2 Pairs']
['win', [[['05', 'C'], ['13', 'D']]], '3 of a Kind']
['win', [[['09', 'H'], ['03', 'H']]], 'Straight']
['win', [[['01', 'H'], ['12', 'C']]], 'Pair']
['win', [[['07', 'C'], ['07', 'D']]], 'Full House']
['win', [[['08', 'D'], ['10', 'H']]], 'Straight']
['win', [[['08', 'S'], ['08', 'H']]], 'Pair']
['win', [[['11', 'C'], ['09', 'H']]], 'Flush']
['win', [[['12', 'C'], ['01', 'D']]], 'Pair']
['win', [[['06', 'S'], ['05', 'C']]], 'Straight']
['win', [[['11', 'D'], ['12', 'D']]], 'Pair']
['win', [[['10', 'D'], ['12', 'H']]], '2 Pairs']
['win', [[['13', 'S'], ['06', 'S']]], '2 Pairs']
['win', [[['08', 'S'], ['04', 'S']]], 'Full House']
['win', [[['04', 'S'], ['11', 'D']]], 'Pair']
['win', [[['03', 'S'], ['14', 'S']]], '2 Pairs']
['win', [[['08', 'C'], ['12', 'C']]], '2 Pairs']
['win', [[['13', 'S'], ['13', 'H']]], '2 Pairs']
['win', [[['08', 'C'], ['14', 'C']]], 'Flush']
['win', [[['10', 'S'], ['06', 'H']]], '2 Pairs']
['win', [[['07', 'D'], ['04', 'C']]], '2 Pairs']
['win', [[['06', 'S'], ['13', 'C']]], 'Pair']
['win', [[['02', 'C'], ['12', 'C']]], '2 Pairs']
['win', [[['08', 'H'], ['12', 'D']]], 'Pair']
['win', [[['10', 'D'], ['09', 'H']]], 'Full House']
['win', [[['12', 'D'], ['02', 'C']]], '2 Pairs']
['win', [[['12', 'C'], ['02', 'S']]], 'Pair']
['win', [[['10', 'S'], ['07', 'D']]], 'Flush']
['win', [[['02', 'H'], ['06', 'D']]], '2 Pairs']
['win', [[['10', 'C'], ['09', 'H']]], '2 Pairs']
['win', [[['11', 'S'], ['10', 'S']]], 'Flush']
['win', [[['12', 'H'], ['02', 'C']]], 'Pair']
['win', [[['10', 'D'], ['05', 'C']]], 'Straight']
['win', [[['05', 'D'], ['07', 'H']]], '2 Pairs']
['win', [[['08', 'D'], ['08', 'H']]], 'Full House']
['win', [[['13', 'S'], ['13', 'C']]], '2 Pairs']
['win', [[['11', 'S'], ['08', 'C']]], 'High Card']
['win', [[['08', 'C'], ['11', 'D']]], '2 Pairs']
['win', [[['05', 'D'], ['12', 'S']]], 'Straight']
['win', [[['06', 'S'], ['04', 'C']]], '2 Pairs']
['win', [[['06', 'C'], ['10', 'D']]], 'Pair']
['win', [[['02', 'D'], ['11', 'H']]], '3 of a Kind']
['win', [[['13', 'C'], ['10', 'S']]], '2 Pairs']
['win', [[['12', 'H'], ['12', 'C']]], '2 Pairs']
['win', [[['02', 'S'], ['02', 'D']]], '2 Pairs']
['win', [[['12', 'D'], ['02', 'H']]], '2 Pairs']
['win', [[['09', 'H'], ['07', 'C']]], 'Pair']
['win', [[['01', 'S'], ['09', 'C']]], 'Full House']
['win', [[['07', 'D'], ['09', 'C']]], '2 Pairs']
['win', [[['04', 'C'], ['03', 'C']]], '2 Pairs']
['win', [[['11', 'C'], ['07', 'S']]], 'Pair']
['win', [[['03', 'S'], ['11', 'S']]], '2 Pairs']
['win', [[['11', 'S'], ['11', 'D']]], '3 of a Kind']
['win', [[['07', 'S'], ['12', 'S']]], 'Full House']
['win', [[['12', 'H'], ['05', 'D']]], 'Flush']
['win', [[['08', 'C'], ['02', 'C']]], 'Full House']
['win', [[['11', 'D'], ['06', 'S']]], '3 of a Kind']
['win', [[['10', 'D'], ['12', 'D']]], '3 of a Kind']
['win', [[['04', 'H'], ['13', 'C']]], 'Pair']
['win', [[['03', 'S'], ['09', 'D']]], 'Full House']
['draw', [[['08', 'D'], ['11', 'D']], [['08', 'H'], ['07', 'S']]], 'Straight']
['win', [[['04', 'S'], ['10', 'D']]], '2 Pairs']
['draw', [[['07', 'S'], ['05', 'C']], [['07', 'C'], ['02', 'H']]], 'Pair']
['win', [[['02', 'S'], ['10', 'H']]], '2 Pairs']
['win', [[['09', 'H'], ['05', 'D']]], '2 Pairs']
['win', [[['01', 'D'], ['02', 'S']]], '3 of a Kind']
['win', [[['11', 'S'], ['09', 'H']]], 'Pair']
['draw', [[['06', 'H'], ['01', 'C']], [['01', 'S'], ['02', 'H']]], 'Pair']
['win', [[['10', 'C'], ['09', 'D']]], 'Pair']
['win', [[['10', 'S'], ['03', 'H']]], '3 of a Kind']
['win', [[['13', 'C'], ['10', 'C']]], 'Straight']
['win', [[['03', 'D'], ['03', 'C']]], '2 Pairs']
['win', [[['13', 'H'], ['04', 'D']]], '2 Pairs']
['win', [[['12', 'D'], ['11', 'C']]], 'Pair']
['win', [[['05', 'H'], ['13', 'H']]], 'Full House']
['win', [[['10', 'D'], ['07', 'S']]], '2 Pairs']
['win', [[['12', 'H'], ['03', 'S']]], '2 Pairs']
['win', [[['12', 'H'], ['13', 'C']]], 'Straight']
['win', [[['04', 'D'], ['02', 'D']]], '2 Pairs']
